pr_id,pr_number,title,body,state,created_at,updated_at,closed_at,merged_at,author,draft,html_url
4510009310,335899,chat: keep subagent progress visible and show models early,"## Summary

- Keep late-discovered background agents from remaining generic tools or disappearing into completed-step disclosures, including when a nested worker is still active after its parent finishes.
- Preserve sibling tool content, keyboard focus, and observer cleanup when a completed tool is promoted to the shared subagent pill.
- Show the child's known model at startup rather than waiting for usage or completion. Carry canonical model identity through live progress and restored history so matching models, including BYOK display-name variants, do not produce redundant labels. Preserve Auto routing on configuration-only updates.
- Make synchronous/background progress and navigation parity inspectable with 27 interactive lifecycle fixtures (58 themed variants), using real chat models, pills, child transcripts, and session/chat result links.

## Intended behavior and scope

The clickable pill remains in the response to the request that spawned the child and updates there through startup, follow-ups, and completion. A child first discovered after parent completion is appended to that original response; an existing launch that is reclassified is promoted in place. No pinned activity area or duplicate launch pill is added to later turns. Peer chats and independent sessions retain their structured link presentation.

The separate Autopilot case where task_complete succeeds but the SDK idle/parent turn-complete handoff is missing is not addressed here.

## Validation

- 289 focused cross-layer subagent/background regression tests passed before commit.
- ESLint passed for all 23 changed TypeScript files.
- All 58 themed component captures passed their assertions and disposal checks.
- Browser interaction checks verified pointer/keyboard opening and changing progress in parent and child views, including completed-parent, nested, and retained-worker cases.
- The broader client type check has three previously reproduced SDK baseline errors involving clientInfo and autoTier; no new fixture diagnostics.
- Additional local testing is in progress; this PR is intentionally a draft.

## Manual testing

Start the Component Explorer Server and filter for agent-lifecycle. Compare SynchronousRunning and BackgroundRunning: use Advance Child Progress, click the bordered pill to inspect its live child transcript, advance again, and return with Back to Parent. Also inspect ParentCompleteChildRunning, ChildStartsAfterParentComplete, LateSubagentClassification, RetainedFollowUpLatestTurn, NestedBackgroundChat, and the model-label variants.

Fixes #335638

(Commit message generated by Copilot)

Co-authored-by: Copilot <223556219+Copilot@users.noreply.github.com>

",open,2026-09-11T21:54:07Z,2026-09-11T23:15:44Z,,,justschen,True,https://github.com/microsoft/vscode/pull/335899
4509848125,335898,[cherry-pick] sessions: improve Remote workspace picker navigation,"Cherry-pick of #335890 from `main`.

⚠️ **This cherry-pick has merge conflicts that need manual resolution.** Conflict markers (`<<<<<<<`/`=======`/`>>>>>>>`) are committed to the branch — check it out locally, resolve, and force-push.

```sh
git fetch origin cherry-pick/335890 && git checkout cherry-pick/335890
# resolve conflicts, then:
git add -A && git commit --amend --no-edit && git push --force-with-lease
```

Conflicting files:
- `src/vs/platform/actionWidget/browser/actionList.ts`

---

Fixes #335876

<img width=""557"" height=""405"" alt=""Image"" src=""https://github.com/user-attachments/assets/79a55942-0aa7-4941-b102-8b557f875021"" />
<img width=""575"" height=""581"" alt=""Image"" src=""https://github.com/user-attachments/assets/8e3bc0ca-00d6-4449-b9c4-a6fb4474758a"" />

## Summary
- add safe pointer travel from the chat input workspace picker into the Remote flyout
- make the flyout compact, top-aligned, full-row highlighted, searchable, and independently scrollable
- isolate nested Remote search input from the parent workspace filter
- clarify browse and management result labels
- add focused regression coverage for filtering, sizing, alignment, pointer intent, scrolling, and keyboard event handling

## Validation
- `./scripts/test.sh --run src/vs/platform/actionWidget/test/browser/actionList.test.ts --run src/vs/sessions/contrib/chat/test/browser/sessionWorkspacePicker.test.ts`
- `npm run typecheck-client`
- `npm run compile`
- live verification in the Code OSS Agents window with a long temporary Remote host list",open,2026-09-11T21:24:40Z,2026-09-12T00:38:18Z,,,vs-code-engineering[bot],False,https://github.com/microsoft/vscode/pull/335898
4509783025,335897,ci: Reuse idle integration test workers,"## Summary

- Queue the remaining node.js integration tests behind the four Agent Host E2E entrypoints, starting them in the first freed worker slot.
- Keep the existing four-worker ceiling (including lower configured limits), test selection, report names, and failure propagation.
- Opt in only the existing Windows, Linux, and macOS PR Electron jobs. No new jobs or runner pools; standalone and filtered invocations retain their existing behavior.
- Add scheduler and script-entrypoint regression tests and document the opt-in.

## Motivation

The GitHub Actions investigation for #335333 found that Windows / Electron took 14m44s-17m55s across three runs. The remaining node integration tests waited for all four E2E workers, despite a worker becoming idle earlier.

Two Windows samples suggest approximately 163-168 seconds of scheduling headroom by using that idle slot without raising peak worker concurrency. This is a model, **not a measured speedup**; overall PR completion also depends on the smoke jobs.

## Validation

- 32 targeted tests passed, including deterministic scheduling checks for all three platform branches and real Windows batch/PowerShell entrypoint checks with lightweight process fixtures.
- Targeted strict TypeScript checking passed for the runner and both test files.
- Repository formatter verification and scoped hygiene passed.
- POSIX entrypoint syntax and staged diff checks passed.

Draft for real GitHub Actions integration validation and before/after timing comparison. Full Electron integration tests and end-to-end performance measurements have not been run locally.
",open,2026-09-11T21:13:03Z,2026-09-12T00:29:10Z,,,dmitrivMS,True,https://github.com/microsoft/vscode/pull/335897
4509676041,335895,[cherry-pick] notebook: revert declarative built-in type registration,"Cherry-pick of #335880 from `main`.

Reverts #331911.

- Restore Interactive Window notebook type registration through `INotebookService` during workbench contribution initialization.
- Remove the declarative built-in notebook type registry and its provider-store integration.
- Remove the test that covered the reverted registry behavior.

Fixes https://github.com/microsoft/vscode/issues/335658",closed,2026-09-11T20:55:16Z,2026-09-11T21:55:04Z,2026-09-11T21:51:29Z,2026-09-11T21:51:29Z,vs-code-engineering[bot],False,https://github.com/microsoft/vscode/pull/335895
4509490257,335890,sessions: improve Remote workspace picker navigation,"Fixes #335876

<img width=""557"" height=""405"" alt=""Image"" src=""https://github.com/user-attachments/assets/79a55942-0aa7-4941-b102-8b557f875021"" />
<img width=""575"" height=""581"" alt=""Image"" src=""https://github.com/user-attachments/assets/8e3bc0ca-00d6-4449-b9c4-a6fb4474758a"" />

## Summary
- add safe pointer travel from the chat input workspace picker into the Remote flyout
- make the flyout compact, top-aligned, full-row highlighted, searchable, and independently scrollable
- isolate nested Remote search input from the parent workspace filter
- clarify browse and management result labels
- add focused regression coverage for filtering, sizing, alignment, pointer intent, scrolling, and keyboard event handling

## Validation
- `./scripts/test.sh --run src/vs/platform/actionWidget/test/browser/actionList.test.ts --run src/vs/sessions/contrib/chat/test/browser/sessionWorkspacePicker.test.ts`
- `npm run typecheck-client`
- `npm run compile`
- live verification in the Code OSS Agents window with a long temporary Remote host list",closed,2026-09-11T20:25:22Z,2026-09-11T21:55:58Z,2026-09-11T21:23:17Z,2026-09-11T21:23:17Z,meganrogge,False,https://github.com/microsoft/vscode/pull/335890
4509430303,335886,chat: keep voice controls active while reconnecting,"## Summary

- keep the segmented Voice Mode control active while its connection is reconnecting
- continue showing the reconnecting spinner instead of reverting to disconnected-looking controls
- add regression coverage for the reconnecting context-key state

This addresses the UI state mismatch observed in #335885 without changing audio-resource lifetime based on an unverified mobile-browser hypothesis.

Related to #335885

## Validation

- `npm run transpile-client`
- `npm run eslint -- src/vs/workbench/contrib/chat/browser/voiceInputMode/voiceInputModeContextKeys.ts src/vs/workbench/contrib/chat/test/browser/voiceInputMode.test.ts`
- `./scripts/test.sh --run src/vs/workbench/contrib/chat/test/browser/voiceInputMode.test.ts` (6 passing)",closed,2026-09-11T20:15:57Z,2026-09-11T20:39:04Z,2026-09-11T20:21:55Z,,meganrogge,True,https://github.com/microsoft/vscode/pull/335886
4509358809,335882,Refactor context menu targeting in Explorer for consistency,"This pull request addresses issue #323488 by modifying the context menu targeting behavior in the Explorer view of VS Code. The changes ensure that right-clicking on an unselected item will select that item before opening the context menu, aligning the behavior with native file management systems.
",closed,2026-09-11T20:05:03Z,2026-09-11T21:11:41Z,2026-09-11T21:10:09Z,2026-09-11T21:10:09Z,lramos15,False,https://github.com/microsoft/vscode/pull/335882
4509333515,335880,notebook: revert declarative built-in type registration,"Reverts #331911.

- Restore Interactive Window notebook type registration through `INotebookService` during workbench contribution initialization.
- Remove the declarative built-in notebook type registry and its provider-store integration.
- Remove the test that covered the reverted registry behavior.

Fixes https://github.com/microsoft/vscode/issues/335658",closed,2026-09-11T20:01:20Z,2026-09-11T20:55:20Z,2026-09-11T20:53:37Z,2026-09-11T20:53:37Z,dmitrivMS,False,https://github.com/microsoft/vscode/pull/335880
4509278172,335878,chat: preserve remote MCP migration roots through session hydration,"## Summary

- preserve provisional working directories in client URI space
- preserve authoritative `vscode-remote` roots that the editor remote transport has already mapped, while continuing to map raw host-side roots through the connection mapper
- cover remote MCP candidate availability before and after session hydration, plus raw-host and transport-mapped lifecycle variants

## Why

MCP migration matches each `.vscode/mcp.json` source against its session workspace roots. Both provisional roots and authoritative roots exposed by the Dev Container transport can already be `vscode-remote` URIs. Mapping them again produces `vscode-agent-host` URIs that no longer match the native remote MCP source, hiding the migration section.

The Workbench customization target now carries explicit client-space roots through both phases. Session roots used for protocol operations remain unchanged.

Fixes #335718

## Testing

- 51 passing tests in a combined Electron run of `workbenchAgentHostCustomizationService.test.ts`, `agentHostCustomizationService.test.ts`, `customizationMigrationServiceImpl.test.ts`, and `editorRemoteAgentHostTransport.test.ts`
- regression verified red before the hydration fix and green afterward
- lifecycle coverage includes ordered multiple roots, optimistic updates, verified-state fallback on subscription errors, empty/omitted roots, and replacement provisional sessions
- `npm run typecheck-client`
- scoped ESLint for all three changed files
- pre-commit hygiene and `git diff --check`
- full `npm run compile` and `npm run hygiene` passed on the initial PR commit

Manual Dev Container validation of the local Code OSS build was blocked because the installed Dev Containers extension exits on its Microsoft-build requirement. The service and transport tests above provide local automated coverage; this PR does not claim a successful manual container run.
",closed,2026-09-11T19:53:21Z,2026-09-11T20:54:45Z,2026-09-11T20:53:40Z,2026-09-11T20:53:40Z,vritant24,False,https://github.com/microsoft/vscode/pull/335878
4509225543,335874,[cherry-pick] agentHost: Restore manual archive worktree cleanup,"Cherry-pick of #335851 from `main`.

Fixes #335840

Manual archiving previously committed uncommitted work before removing a session worktree. The automatic merged-session cleanup work unintentionally replaced that behavior with its stricter cleanup policy, leaving dirty worktrees behind on manual archive.

This change separates the two paths:
- manual archive commits uncommitted changes before removing the worktree
- automatic archive and deletion continue to remove only clean, synchronized worktrees
- commit failures leave the manual worktree intact

Tests cover manual dirty-worktree cleanup, commit failure handling, and strict automatic archive routing.

Validation:
- `npm run compile`
- `npm run typecheck-client`
- targeted ESLint for changed Agent Host files
- focused Agent Host unit tests (6 passing)
- launched the OSS Agents window and verified the codicon font loads",closed,2026-09-11T19:45:55Z,2026-09-11T20:56:41Z,2026-09-11T20:55:43Z,2026-09-11T20:55:43Z,vs-code-engineering[bot],False,https://github.com/microsoft/vscode/pull/335874
4509093495,335872,agentHost: Revalidate automatic cleanup eligibility,"## Summary

- revalidate automatic archive eligibility after the final awaited pull request refresh
- recheck current delete settings, session status, and related pull request identity at the deletion commit boundary
- add deterministic regressions for settings changes, new activity, and manual archival during final validation

Fixes #335612

## Validation

- `npm run transpile-client`
- `npm run typecheck-client`
- `npm run hygiene`
- `./scripts/test.sh --run src/vs/platform/agentHost/test/node/agentHostSessionLifecycle.test.ts` (32 passing)",closed,2026-09-11T19:25:42Z,2026-09-11T21:00:27Z,2026-09-11T20:59:13Z,2026-09-11T20:59:13Z,meganrogge,False,https://github.com/microsoft/vscode/pull/335872
4508903366,335864,sessions: preserve side-by-side quick chat drafts,"## Summary

- preserve an active quick-chat draft when New Session is opened to the side
- continue replacing the draft for primary opens with the legacy workspace picker
- cover primary and side-by-side behavior in both workspace picker modes

This applies the review fix from #335845 directly to `main`.

## Validation

- `npm run compile`
- `npm run hygiene`
- `./scripts/test.sh --run src/vs/sessions/contrib/sessions/test/browser/sessionsActions.test.ts`",closed,2026-09-11T18:57:25Z,2026-09-11T19:46:58Z,2026-09-11T19:45:37Z,2026-09-11T19:45:37Z,meganrogge,False,https://github.com/microsoft/vscode/pull/335864
