pr_number,commit_sha,commit_message,author,commit_date,has_files
335595,558f45ca91d5f2d36bf026008a27b194c5c673d2,"automations: fix: persist Cloud Sandbox execution choices

Co-authored-by: Copilot <223556219+Copilot@users.noreply.github.com>

Copilot-Session: e4e70d7c-fbe2-487b-a6c5-177af2abae2f",ulugbekna,2026-09-08T09:39:18Z,True
335595,a2edf971fb6048f5aaa4da87a75d4979bf59491f,"automations: fix: retain custom agents on the first run turn

Co-authored-by: Copilot <223556219+Copilot@users.noreply.github.com>

Copilot-Session: e4e70d7c-fbe2-487b-a6c5-177af2abae2f",ulugbekna,2026-09-08T09:39:21Z,True
335595,564cd05e5e50e1e5f96f2c960c52d6bb3d04cec6,"codex: fix: retain workspace agents across worktree turns

Co-authored-by: Copilot <223556219+Copilot@users.noreply.github.com>

Copilot-Session: e4e70d7c-fbe2-487b-a6c5-177af2abae2f",ulugbekna,2026-09-08T09:39:29Z,True
335595,66ee5f960b032875783ab5c1779499cb4142cab2,"automations: fix: expose native provider configuration controls

Co-authored-by: Copilot <223556219+Copilot@users.noreply.github.com>

Copilot-Session: e4e70d7c-fbe2-487b-a6c5-177af2abae2f",ulugbekna,2026-09-08T09:39:33Z,True
335594,7d16dde82d7c9729a0f9802ec68f9e34c55ad8db,"Fix forked process console forwarding reporting shared references as circular

The JSON.stringify replacer in bootstrap-fork's safeToString pushed every
object into a `seen` array and never removed anything, so a value that is
referenced twice in the console arguments of a forked process (a DAG, not
a cycle) was forwarded to the parent as ""[Circular]"" after its first
occurrence. For example console.log(shared, { a: shared, b: shared })
arrived as [{""value"":1},{""a"":""[Circular]"",""b"":""[Circular]""}].

Track only the current ancestor path instead, using the replacer's `this`
(the holder) to drop subtrees that are finished. True cycles are still
reported as ""[Circular]"". The isObject helper is gone: every object has
to be tracked for the holder check to work, and RegExp/Date were the only
exclusions (a Date is already a string by the time the replacer sees it).

Added an integration test that forks bootstrap-fork with a fixture that
logs a shared reference and a genuine cycle.",Dev-next-gen,2026-09-10T23:22:24Z,True
335594,3fa8626aca08f9acb2480cfd60e322d8c29d53ee,"Simplify comment on JSON serialization logic

Co-authored-by: Copilot Autofix powered by AI <175728472+Copilot@users.noreply.github.com>",Dev-next-gen,2026-09-10T23:28:15Z,True
335593,e4bf46675c893125c0c413ac2be65defccf00afd,"automations: fix: revert broad provider configuration changes

Revert 1328607eb90d69b7a66fb2e8d4fdca49dcc0f9d3 (#335018) so the worktree availability fix and unrelated provider configuration changes can be reviewed separately. Preserve subsequent main changes and the independent ActionList PR.

Co-authored-by: Copilot <223556219+Copilot@users.noreply.github.com>

Copilot-Session: e4e70d7c-fbe2-487b-a6c5-177af2abae2f",ulugbekna,2026-09-10T23:12:08Z,True
335593,afac4abfbeb5bf5362a0d7233e0cdb5e5224cea3,"agentHost: fix: mark generated worktree sessions pending early

Co-authored-by: Copilot <223556219+Copilot@users.noreply.github.com>

Copilot-Session: e4e70d7c-fbe2-487b-a6c5-177af2abae2f",ulugbekna,2026-09-08T09:39:25Z,True
335593,fd1a5ccfea305975d3ee90e7e59a59026160bd97,"automations: fix: advertise worktrees for all Agent Host agents

Co-authored-by: Copilot <223556219+Copilot@users.noreply.github.com>

Copilot-Session: e4e70d7c-fbe2-487b-a6c5-177af2abae2f",ulugbekna,2026-09-08T09:39:37Z,True
335593,a498f2a7a8886490a234f2f9546ead9c59f45ccb,"automations: fix: resolve worktree branches on the selected host

Co-authored-by: Copilot <223556219+Copilot@users.noreply.github.com>

Copilot-Session: e4e70d7c-fbe2-487b-a6c5-177af2abae2f",ulugbekna,2026-09-08T09:39:42Z,True
335593,3ef1c18e5ebc32197a7f7cddc48a1708dccde712,"automations: fix: allow leaving unavailable worktree isolation

Co-authored-by: Copilot <223556219+Copilot@users.noreply.github.com>

Copilot-Session: e4e70d7c-fbe2-487b-a6c5-177af2abae2f",ulugbekna,2026-09-08T09:39:47Z,True
335593,00eea67533c542a74494edddcc473cd762a702e4,"automations: fix: coalesce repository option reloads

Co-authored-by: Copilot <223556219+Copilot@users.noreply.github.com>

Copilot-Session: e4e70d7c-fbe2-487b-a6c5-177af2abae2f",ulugbekna,2026-09-08T09:39:51Z,True
335593,cc892bc126bdcd597ed5a9fe775d862e9ebe1032,"automations: fix: validate workspace worktree support in tools

Consult provider-owned workspace capabilities before accepting an explicit worktree target. Preserve legacy providers and unrelated edits, propagate lookup failures, and cancel pending validation without writing.

Co-authored-by: Copilot <223556219+Copilot@users.noreply.github.com>

Copilot-Session: e4e70d7c-fbe2-487b-a6c5-177af2abae2f",ulugbekna,2026-09-10T15:58:55Z,True
335593,790568f194ff986449c9c1fb62142149fc8e09d7,"automations: fix: prevent invalid worktree re-enablement

Keep the saved-branch exception only while Worktree is already selected. After opting out, require available repository branches before enabling isolation again.

Co-authored-by: Copilot <223556219+Copilot@users.noreply.github.com>

Copilot-Session: e4e70d7c-fbe2-487b-a6c5-177af2abae2f",ulugbekna,2026-09-10T15:59:11Z,True
335583,5454eb39e640101f58c0b2a0b12167deb19cb670,"sessions: add rich GitHub reference hovers

Reuse the existing issue and pull request hover components for dropdown details, with compact metadata, explicit spacing ownership, and bounded readable descriptions. Integrate the pill, row action, detail link, and branch-copy controls into one accessible keyboard flow.

Co-authored-by: Copilot <223556219+Copilot@users.noreply.github.com>",chryw,2026-09-10T22:32:37Z,True
335583,14a2316d08a84c6891a938b1c73431501702f8a1,"sessions: refine GitHub reference hover metadata

Use existing relative-time, title, spacing, and popup patterns consistently across standalone and collection references. Bound long titles, keep transient content concise, and make HTML hover padding ownership explicit.

Co-authored-by: Copilot <223556219+Copilot@users.noreply.github.com>",chryw,2026-09-11T00:06:06Z,True
335583,2964a422d7ef29a193704c5082eaa20b537cefd1,"sessions: tighten GitHub hover title spacing

Use the existing 8px SessionSummaryHover rhythm between the title and description in both standalone and collection cards.

Co-authored-by: Copilot <223556219+Copilot@users.noreply.github.com>",chryw,2026-09-11T00:12:23Z,True
335583,04dc0821969df3714f19b9bb548eeea1d04d0480,"sessions: balance GitHub hover row spacing

Let the card root own a uniform 8px gap between metadata, title, description, and branch rows instead of splitting relationship spacing across child padding.

Co-authored-by: Copilot <223556219+Copilot@users.noreply.github.com>",chryw,2026-09-11T00:17:18Z,True
335583,41c94f26423fe937ec9fd14c496f6bd3aba6ddb4,"sessions: align GitHub hover content hierarchy

Follow GitHub hover cards for provenance, title and ID, state, context, routing, and author order while preserving VS Code styling and the bounded transient content budget.

Co-authored-by: Copilot <223556219+Copilot@users.noreply.github.com>",chryw,2026-09-11T00:57:28Z,True
335583,6e90f3dda7c414e290b5349a30f54d62020aa339,"sessions: keep GitHub reference IDs with titles

Group the final visible title word with the linked reference ID, bound pathological titles safely, and allow narrow cards to wrap without clipping focusable content.

Co-authored-by: Copilot <223556219+Copilot@users.noreply.github.com>",chryw,2026-09-11T01:34:03Z,True
335583,ddc49a388e014f63917fea30644af4a03e20c0b6,"sessions: address GitHub hover review feedback

Use measured submenu height for positioning and reveal the full bounded GitHub title when keyboard focus reaches its linked reference.

Co-authored-by: Copilot <223556219+Copilot@users.noreply.github.com>",chryw,2026-09-11T03:04:54Z,True
335583,b84935b667a300bfdaaba3e54d990e22a256ecaf,"hover: align footer action icons and labels

Render shared hover actions as centered inline flex rows so codicons and text use the same vertical center.

Co-authored-by: Copilot <223556219+Copilot@users.noreply.github.com>",chryw,2026-09-11T03:49:54Z,True
335583,357c7e883c95a70ff44dae39350068cf4ae4ff5e,"sessions: align GitHub reference metadata

Co-authored-by: Copilot <223556219+Copilot@users.noreply.github.com>",chryw,2026-09-11T04:15:59Z,True
335576,2d0308e13b0f959b734e2cfbd1292a0aded837b2,"sessions: Fix mobile Voice Mode controls

Use one composer-local predicate for standalone and segmented voice controls, and preserve native touch activation inside the segmented control.\n\nFixes #335575\n\nCo-authored-by: Copilot <223556219+Copilot@users.noreply.github.com>",meganrogge,2026-09-10T21:55:16Z,True
335576,32735ca33624a4e49cf0dc7a7a98194fb3557230,"sessions: Pass voice pill state to dictation control

Fixes #335575\n\nCo-authored-by: Copilot <223556219+Copilot@users.noreply.github.com>",meganrogge,2026-09-10T21:59:28Z,True
335576,fa66434e78f58145d05c6d06ead1af89e7b5383d,"sessions: Keep new chat voice controls mutually exclusive

Make the new-session toolbar own the final standalone dictation visibility so a late pill activation cannot leave both controls visible. Add regression coverage for all availability combinations.\n\nCo-authored-by: Copilot <223556219+Copilot@users.noreply.github.com>",meganrogge,2026-09-10T22:02:14Z,True
335576,693c3aaa7128107b7cdaa1dce159f10a74e66028,"chat: Test segmented voice controls on touch

Cover Voice power and mute activation through the parent ActionBar touch path so compatibility-click suppression cannot regress unnoticed.\n\nCo-authored-by: Copilot <223556219+Copilot@users.noreply.github.com>",meganrogge,2026-09-10T22:06:05Z,True
335568,4ba5756067847380e3cbe62ced241d34587684f4,"Use TextMate highlighting in component fixtures

Co-authored-by: Copilot <223556219+Copilot@users.noreply.github.com>",hediet,2026-09-10T21:30:17Z,True
335568,f5bbca5b1d59981220f4fc4799b767c7c10d571f,"Fix TextMate fixture CI failures

Co-authored-by: Copilot <223556219+Copilot@users.noreply.github.com>",hediet,2026-09-10T22:08:48Z,True
335564,345b66d6a69a9842fc7626162d1e03eae2c62ebc,"Use MAI for dictation on web

Co-authored-by: Copilot <223556219+Copilot@users.noreply.github.com>",meganrogge,2026-09-10T21:27:23Z,True
335564,bdac5a81a6308877f49b9adfec6352331fcf8ed8,"Respect dictation policy on web

Co-authored-by: Copilot <223556219+Copilot@users.noreply.github.com>",meganrogge,2026-09-10T21:43:52Z,True
335564,2092bed3ff95709572520474886108dfb834c906,"Fix dictation hover browser test

Co-authored-by: Copilot <223556219+Copilot@users.noreply.github.com>",meganrogge,2026-09-10T21:55:29Z,True
335562,982f0f7db4a929ab10322a700cd38571006e06a8,"agentHost: prevent late events from reopening subagents

Task status can mark a subagent idle before its final SDK output events arrive. Remember completed agent IDs so those trailing events cannot synthesize an extra child turn, while explicit user-message and tool-start boundaries can still resume retained agents.\n\nAdd regression coverage for a late child message followed by another idle task-status update.\n\n(Written by Copilot)\n\nCo-authored-by: Copilot <223556219+Copilot@users.noreply.github.com>",roblourens,2026-09-10T21:24:05Z,True
335562,d3ca235c3c778fcf563ba83f2e8bc98be14c038b,"agentHost: quarantine late completed-subagent events

Drop trailing completed-child events before they mutate response-part or usage state, and reset child-scoped part IDs when a real user or tool boundary resumes the retained agent.\n\nExtend coverage through idle, late output and usage, an explicit user-message resume, and fresh output and usage.\n\n(Written by Copilot)\n\nCo-authored-by: Copilot <223556219+Copilot@users.noreply.github.com>",roblourens,2026-09-10T22:16:03Z,True
335562,c460a66df1aa4f811d5fbcf420e7152afd0d9350,"Merge main into fix-flaky-e2e-test-custom-agent

(Written by Copilot)\n\nCo-authored-by: Copilot <223556219+Copilot@users.noreply.github.com>",roblourens,2026-09-10T22:29:50Z,True
335562,e97bc87111d2a42781a4912fee3ac0f73cbd426c,"agentHost: treat child turn start as resume boundary

Allow assistant.turn_start to authoritatively resume a completed retained subagent before model-call completion is mapped.\n\n(Written by Copilot)\n\nCo-authored-by: Copilot <223556219+Copilot@users.noreply.github.com>",roblourens,2026-09-10T22:33:01Z,True
335553,fface9953ceb9b464697526f2c46a32808822021,"Add component fixture focus controls

Co-authored-by: Copilot <223556219+Copilot@users.noreply.github.com>",hediet,2026-09-10T20:30:17Z,True
335547,3d6d2c336fb65bb4db776bc237b1beabe87a9f49,Fix Codex steering acknowledgement with attachment context,RyanEwen,2026-09-10T19:58:56Z,True
335542,657e81ee82f546c6b206c7150bd3407c23a24e6a,Fix narrow icons in compact view,lramos15,2026-09-10T19:41:24Z,True
335525,18203d0ab790064123208e44e06af9ec9247b25a,agentHost: update bundled Codex SDK to 0.153.0,github-actions[bot],2026-09-10T14:20:24Z,True
335525,9805e0f253c0cf75e885e3cfbc3d8c904c71fd04,"agentHost: adapt to Codex 0.153.0 protocol

Codex 0.153.0 adds writeStdin guardian reviews and required nullable response fields.

Co-authored-by: Copilot <223556219+Copilot@users.noreply.github.com>",vs-code-engineering[bot],2026-09-10T15:17:48Z,True
335525,8695274db35fbfa738afde6a34f7bc9b0a928c27,Merge branch 'main' into automation/bump-codex-sdk-0.153.0,Giuspepe,2026-09-10T18:31:54Z,True
335525,93e0e8779facbf4b5f6d7ccf899661ad570bf814,Merge branch 'main' into automation/bump-codex-sdk-0.153.0,Giuspepe,2026-09-10T18:49:21Z,True
335525,58826e9302a8f03d4d4b6df13dd665d0b2dd5725,signing commit,Giuspepe,2026-09-10T20:52:00Z,False
335525,0df889b0c00bf9a6467ce268cf6091c0765b6c6a,"Merge main into Codex SDK bump branch

Sync to the main revision exercised by the failing Compile & Hygiene run.",Giuspepe,2026-09-10T22:33:37Z,True
335525,ecaa15e16def3c28fdb9e53e8bc9b8636ce8cf41,agentHost: align Codex configuration fixture with SDK 0.153.0,Giuspepe,2026-09-10T22:34:16Z,True
335515,c81724e6525b70d36d678e906d732a89d74cff76,"mcp: trust workspace-root servers with workspace trust

Align root .mcp.json with .vscode/mcp.json while retaining workspace-trust checks and sensitive-file edit protections. Add coverage for workspace consent, cached server trust decisions, and first autostart after delayed discovery.

Fixes #335514

Co-authored-by: Copilot <223556219+Copilot@users.noreply.github.com>",vritant24,2026-09-10T17:09:54Z,True
335515,3dd1b4602ecae10714faf0045b013c83e2b8eb0d,Merge branch 'main' into fix/workspace-dot-mcp-trust,vritant24,2026-09-10T17:18:34Z,True
335511,59af67806801a2fe94727bc9124fff762666219c,"automations: feat: add shareable automation blueprints

Add a portable .automation.md format with strict validation and safe import/export semantics. Surface enabled plugin blueprints as disabled-by-default templates while preserving the existing automation service as the sole execution authority.

Co-authored-by: Copilot <223556219+Copilot@users.noreply.github.com>",ulugbekna,2026-09-09T21:29:33Z,True
335511,398e796fca7535f5660daf0976ac0b2b2a3b8de5,"automations: feat: support blueprint drag and drop

Match the Automation header action sizing and route dropped .automation.md files through the same disabled-by-default review flow as file import.

Co-authored-by: Copilot <223556219+Copilot@users.noreply.github.com>",ulugbekna,2026-09-10T09:55:19Z,True
335511,eeaa225d6680a03913cb80e8a6b976756b715e28,"automations: feat: organize automation template sections

Keep built-in and plugin-provided templates available in separate collapsible sections, with defaults that adapt to whether saved automations exist.

Co-authored-by: Copilot <223556219+Copilot@users.noreply.github.com>",ulugbekna,2026-09-10T10:35:38Z,True
335511,08cc2cd9a6849da398b4d9d4192eb05cab23d6ef,"automations: feat: track new plugin templates

Persist the plugin templates last seen when the section is expanded, show an unread marker for newly added templates, and serialize portable schedules as local-time cron or explicit manual schedules.

Co-authored-by: Copilot <223556219+Copilot@users.noreply.github.com>",ulugbekna,2026-09-10T14:22:46Z,True
335511,032d48523169d1c93779847a7c1c395b02b87180,"automations: polish: refine blueprint export and template layout

Normalize exported filenames to one .automation.md suffix and align disclosure content beneath template section titles.

Co-authored-by: Copilot <223556219+Copilot@users.noreply.github.com>",ulugbekna,2026-09-10T16:45:20Z,True
335511,57722b5c656b18925c618278f68303c66c4a52c2,"automations: fix: address blueprint review feedback

Co-authored-by: Copilot <223556219+Copilot@users.noreply.github.com>

Copilot-Session: f1363f3b-bd40-48be-b723-6c11ea3e0f04",ulugbekna,2026-09-10T17:37:24Z,True
335511,e3564b10e73dff7375e4041cecacef6677b8e88c,"automations: test: define fixture automation contributions

Co-authored-by: Copilot <223556219+Copilot@users.noreply.github.com>

Copilot-Session: f1363f3b-bd40-48be-b723-6c11ea3e0f04",ulugbekna,2026-09-10T17:56:34Z,True
335502,3c166068b5fbf7bbb67bf3eee672c1e350a1723a,"Remove temporary Show Session Archive Nudge debug command

Removes the non-stable-only Developer: Show Session Archive Nudge
command and all debug-only wiring it required in
SessionArchiveNudgeService and SessionArchiveNudge (debugSession
observable, showForTesting, isDebug bypasses of eligibility and
telemetry). Normal merged-PR eligibility, default Mark as Done
wording, telemetry, and once-per-user onboarding behavior are
unchanged.

Also removes the now-dead command registration gate in
chat.contribution.ts and the accessibility help paragraph (and its
test) that introduced the developer command.

Co-authored-by: Copilot <223556219+Copilot@users.noreply.github.com>",benibenj,2026-09-10T16:25:09Z,True
335502,3689a46022aee63a170343027765d8d85cfdbf3b,"Remove unused ISessionArchiveNudgeService import in test

Fixes the Compile & Hygiene failure: the import was only used by the
developer-command test removed in the previous commit.

Co-authored-by: Copilot <223556219+Copilot@users.noreply.github.com>",benibenj,2026-09-10T17:42:40Z,True
335487,3c2c5586816d707b6f93e7508bf31c9e3c181bb2,"Revert ""Browser: Remove duplicate border in Modern UI""",mrleemurray,2026-09-10T15:43:26Z,True
335472,d044ec21dd143f26458691f906910bb5bfa456ac,"fix: avoid subscribing to untitled agent sessions

Co-authored-by: Copilot <223556219+Copilot@users.noreply.github.com>",mcorbettbma,2026-09-10T14:05:02Z,True
335463,8636f03e4edd46fbbd8303cd350c7952a39f2def,"Fix Browser editor border in Modern UI

Co-authored-by: Copilot <223556219+Copilot@users.noreply.github.com>",mrleemurray,2026-09-10T12:26:58Z,True
335463,2d173353d74b3a36faa003747e6726902cf754b2,"Preserve collapsed Browser dimensions

Co-authored-by: Copilot <223556219+Copilot@users.noreply.github.com>",mrleemurray,2026-09-10T12:56:02Z,True
335447,399ed2bc8902ae74ec461f8818cffe38ef71a15c,fileService: avoid tracing errors for missing resources in resolveAll,aeschli,2026-09-10T10:57:59Z,True
335436,6d17d79351541448d1691a06e952bb7048983b5d,"chat: Fix question option contrast in Light+

Let primary labels inherit the selected row foreground so focused selections use the active foreground token. Keep the hover background paired with list focus and add a regression test.

Fixes #335429

Co-authored-by: Copilot <223556219+Copilot@users.noreply.github.com>",mrleemurray,2026-09-10T10:01:06Z,True
335419,0af44cb2d60a0e3e298d348282be47e54164763e,Initial plan,Copilot,2026-09-10T08:55:15Z,False
335419,203ee7f4afc423540e9c7c9ff2999d85d55288ce,"Relocate restored webview resource roots after extension updates

Co-authored-by: alexr00 <38270282+alexr00@users.noreply.github.com>",Copilot,2026-09-10T09:04:07Z,True
335419,da9153c4f149bbef65cd58142c1f12519d479ac7,"Handle case-insensitive and missing extension locations on webview restore

Co-authored-by: alexr00 <38270282+alexr00@users.noreply.github.com>",Copilot,2026-09-10T09:10:10Z,True
335419,3cccb2bdf8eeea29bdc26164ee5faf906446f4b8,Attestation commit,alexr00,2026-09-10T10:58:47Z,False
335415,183f20621235db253bac399c6b9e744c0fb006d3,"Preserve collapse state in the SCM Repositories view

The Repositories view re-expanded a repository that has submodules every
time the view became visible, so a collapsed parent repository could not
be kept collapsed.

Two things caused this:

- The tree input was always set with the view state that was read from
  storage once in `renderBody`. That state is only written on
  `onWillSaveState`, so any expand/collapse done in the meantime was
  discarded when the view became visible again. Capture the current view
  state when the view is hidden and use it on the next show instead.
- When the view became visible, all known repositories were re-registered
  through `onDidAddRepository`, and for a repository with a `parentId`
  that unconditionally expanded the parent. Only expand the parent when it
  actually gains its first child repository.

Co-Authored-By: Claude Opus 5 <noreply@anthropic.com>",JulianHock,2026-09-10T08:38:23Z,True
335415,fe7a9a35930db290b058faf8dc31f1eb8b31acd1,"Clarify tree view state refresh logic in comments

Co-authored-by: Copilot Autofix powered by AI <175728472+Copilot@users.noreply.github.com>",JulianHock,2026-09-10T08:46:28Z,True
335415,2c18ad843e866a1909a2f220572432327aa7bf6e,"Shorten inline comments to one line

Co-Authored-By: Claude Opus 5 <noreply@anthropic.com>",JulianHock,2026-09-10T08:52:49Z,True
335410,71d0cdb7fd0d4e1b3ad3a8d17f16091bf38e97ad,"agentHost: avoid tracing missing customization roots

Probe optional watcher roots with stat and ignore only missing paths so expected customization layouts do not flood agenthost.log. Preserve unexpected filesystem failures and add regression coverage.

Fixes #335407

Co-authored-by: Copilot <223556219+Copilot@users.noreply.github.com>",benibenj,2026-09-10T08:26:52Z,True
335391,ef5f52cf76b93a606d2b9b074babf9612a66b122,"chat: expand customization migration assessment telemetry

Report native, compatibility-mapped, and unsupported counts by target, customization type, and bounded source while preserving the existing migration hint behavior.

Co-authored-by: Copilot <223556219+Copilot@users.noreply.github.com>",digitarald,2026-09-10T04:23:42Z,True
335391,aa3532ea9617839d20cb5e4c477efe5a7856cee8,"chat: simplify customization assessment telemetry

Co-authored-by: Copilot <223556219+Copilot@users.noreply.github.com>",digitarald,2026-09-10T04:39:45Z,True
335391,c6a6d629f9ab843d4bb3fa3ad938fb5b67a7f610,"chat: keep migration assessment telemetry private

Co-authored-by: Copilot <223556219+Copilot@users.noreply.github.com>",digitarald,2026-09-10T04:55:44Z,True
335391,82d60ae60a881e4eeec9277ef438089f7382600f,"chat: use logical provider for assessment target

Co-authored-by: Copilot <223556219+Copilot@users.noreply.github.com>",digitarald,2026-09-10T05:15:14Z,True
