pr_number,commit_sha,commit_message,author,commit_date
335897,5a7781438f3e76a93dc256549fa7bd3e5629f385,"ci: Reuse idle integration test workers

Queue remaining node.js integration tests in freed Agent Host E2E worker slots instead of waiting for every E2E suite. Opt in the existing PR Electron jobs while preserving the four-worker limit, suite selection, reports, and failure handling.

Refs #335333

Co-authored-by: Copilot <223556219+Copilot@users.noreply.github.com>",dmitrivMS,2026-09-11T21:12:17Z
335897,11792cf2f24c4c43594f4c3808d7c6104193271d,Merge branch 'main' into agents/ci-performance-optimization-analysis,dmitrivMS,2026-09-11T23:49:31Z
335897,12fc4d2524fc9ba35850a4879a7e080c6a08bab9,Merge branch 'main' into agents/ci-performance-optimization-analysis,dmitrivMS,2026-09-12T00:11:39Z
335895,310522328ced883fb3c73c0c5e1b7875cf3882bb,[cherry-pick] notebook: revert declarative built-in type registration,vs-code-engineering[bot],2026-09-11T20:55:09Z
335890,80ca24b5d74fb676efc6fc5b8f939365d24bca84,"sessions: improve Remote workspace picker navigation

Make the chat input Remote flyout easier to reach with the pointer, compact and top-aligned, searchable, and independently scrollable. Keep nested search input isolated from the parent picker and cover the behavior with focused tests.\n\nFixes #335876\n\nCo-authored-by: Copilot <223556219+Copilot@users.noreply.github.com>",meganrogge,2026-09-11T20:23:09Z
335890,640259c63aaa3bbb132b71caf142dbac13288e6f,"Fix action list formatting

Co-authored-by: Copilot <223556219+Copilot@users.noreply.github.com>",meganrogge,2026-09-11T20:33:53Z
335890,c28fe1e67df17202409d138df61ed7df92a192c1,"Address Remote picker review feedback

Preserve workbench shortcuts from the nested filter, keep a minimum searchable row visible near the viewport edge, and expose compact submenu labels through hover text.\n\nCo-authored-by: Copilot <223556219+Copilot@users.noreply.github.com>",meganrogge,2026-09-11T20:38:40Z
335890,d29f92050f94c0a99ebb58f0633d873e9de75402,"Fix Remote picker test across platforms

Derive the rendered action row height instead of assuming a 24px metric so the viewport-edge invariant is stable in Linux browser and Electron tests.\n\nCo-authored-by: Copilot <223556219+Copilot@users.noreply.github.com>",meganrogge,2026-09-11T20:51:12Z
335890,c5b1db05cfa1f79513bbeae41c0a3f64f380249a,"Make Remote picker layout test metric-independent

Assert the final viewport relationships instead of sampling the row height before relayout, when Linux may still report the default metric.\n\nCo-authored-by: Copilot <223556219+Copilot@users.noreply.github.com>",meganrogge,2026-09-11T21:02:30Z
335886,956e7dca255fe3e79f65c4b0dc972ad4fbdf88b8,"chat: preserve voice readback while reconnecting

Keep the gesture-unlocked playback context alive across transient reconnects and retain the active voice controls while reconnecting.

Fixes #335885

Co-authored-by: Copilot <223556219+Copilot@users.noreply.github.com>",meganrogge,2026-09-11T20:15:38Z
335886,2ce874721e1b1bcacbbaf71258c285b45e34c765,"chat: narrow reconnect fix to voice controls

Remove the speculative AudioContext lifetime change and keep this fix scoped to the observed reconnecting UI state.

Co-authored-by: Copilot <223556219+Copilot@users.noreply.github.com>",meganrogge,2026-09-11T20:18:41Z
335882,7f1bbc64ff0a19a9936c7f48c22fd73dff23426c,Agent Host changes for lramos15/agents/investigate-issue-323488-merit-analysis,lramos15,2026-09-11T20:04:59Z
335882,ea29d06c342aacdd35e61ae6b1ce41817b94f865,"Fix Explorer context-menu keyboard tests across browsers

Set the legacy keyCode explicitly in a shared keyboard-menu helper so both tests avoid relying on browser-specific KeyboardEventInit support. Addresses review feedback on #335882 for #323488.

Co-authored-by: Copilot <223556219+Copilot@users.noreply.github.com>",lramos15,2026-09-11T20:49:38Z
335880,d894e2e61ee32fb7d836a81296c1675d49967970,"notebook: revert declarative built-in type registration

Reverts the changes from #331911.

Co-authored-by: Copilot <223556219+Copilot@users.noreply.github.com>",dmitrivMS,2026-09-11T20:00:30Z
335878,dfc3901ddf896fbc44cdd9fe8dd2c4504ba90bb3,"chat: preserve provisional remote migration roots

Keep client-space roots unchanged until authoritative Agent Host session state arrives so MCP migration can match remote workspace sources.

Co-authored-by: Copilot <223556219+Copilot@users.noreply.github.com>",vritant24,2026-09-11T19:52:57Z
335878,c60fc758acf403ff938929981a78337e4e422fad,"chat: preserve transport-mapped MCP roots after hydration

Keep vscode-remote roots returned by the editor remote transport in client space while continuing to map raw host roots. Cover hydration, multi-root ordering, subscription errors, and empty snapshots for #335718.

Co-authored-by: Copilot <223556219+Copilot@users.noreply.github.com>",vritant24,2026-09-11T20:16:31Z
335874,9a839392d87a36ae51e6ae97e30f14d4e64e7550,[cherry-pick] agentHost: Restore manual archive worktree cleanup,vs-code-engineering[bot],2026-09-11T19:45:50Z
335872,7669bea6e4c416869271230b122b89c8aee86428,"agentHost: revalidate automatic cleanup eligibility

Recheck current cleanup settings and session state after the final awaited pull request refresh so stale eligibility cannot archive or permanently delete a session. Add deterministic coverage for configuration, activity, and manual archival changes during that window.\n\nFixes #335612\n\nCo-authored-by: Copilot <223556219+Copilot@users.noreply.github.com>",meganrogge,2026-09-11T19:25:22Z
335872,6ef6a93b798fb06062fc9cf6afb16decddb2a37e,"agentHost: guard conditional deletion commit

Run the final synchronous cleanup eligibility check inside the session disposal lock after asynchronous validation resolves, closing the remaining microtask window before deletion starts.\n\nCo-authored-by: Copilot <223556219+Copilot@users.noreply.github.com>",meganrogge,2026-09-11T19:33:24Z
335864,6b38276ff42195d83893aac52050d2c394d1c12f,"sessions: preserve side-by-side quick chat drafts

Keep the active quick-chat draft when New Session is opened to the side, and cover both workspace picker modes.

Co-authored-by: Copilot <223556219+Copilot@users.noreply.github.com>",meganrogge,2026-09-11T18:53:42Z
335864,d3025039d34b13025bc290a94210010b1400eb5f,"sessions: open composer beside active drafts

Insert an empty composer when opening to the side from the currently active pending draft, and cover the behavior through the real SessionsService.

Co-authored-by: Copilot <223556219+Copilot@users.noreply.github.com>",meganrogge,2026-09-11T19:04:17Z
335860,658f8e95803a59b458bbd8ca0c11124564dbded5,"mcp: stabilize discovery for duplicate server names

Separate installed-server discovery precedence from runtime-dependent display ordering to stop duplicate workspace servers alternating between roots. Add live discovery regressions for duplicate and distinct names, and preserve display ordering.

Fixes #335820

Co-authored-by: Copilot <223556219+Copilot@users.noreply.github.com>",vritant24,2026-09-11T18:51:49Z
335860,c3c36569204d9e9115f4e55e7585e89e0f2c1fa0,Merge branch 'main' into agents/investigate-issue-335820-fix-tests,vritant24,2026-09-11T19:39:13Z
335860,e6192b7ede6ff08ad92d1e4b36f47762d4f627c8,"mcp: coalesce redundant migration discovery work

Combine overlapping runtime-list and enablement notifications so a
single change does not trigger duplicate installed-server discovery.
Coalesce migration refresh bursts and cancel superseded work through
source-file reads and destination discovery, including editor teardown.

Preserve later refreshes, error reporting, and stable discovery ordering.
Add count, cancellation, lifecycle, and retry regression coverage.

Refs #335820

Co-authored-by: Copilot <223556219+Copilot@users.noreply.github.com>",vritant24,2026-09-11T20:51:26Z
335860,c9a789367a582bdf9c171dcd7f113b770bcd2929,Merge branch 'main' into agents/investigate-issue-335820-fix-tests,vritant24,2026-09-11T22:10:38Z
335860,a6dd25f079a66a61b0fd0443e51dfa9027a897f4,"Update migration screenshot hashes

Accept the four CI-generated baselines after verifying only minor
antialiasing differences, with migration content and layout unchanged.

Refs #335820

Co-authored-by: Copilot <223556219+Copilot@users.noreply.github.com>",vritant24,2026-09-11T22:54:15Z
335860,43b16d4d4970fde5f81bd9769f3182b46d4cd234,"Make MCP discovery timing tests deterministic

Keep the launch nonce stub on the microtask queue because native
WebCrypto completion is not controlled by the virtual clock. This avoids
asserting midway through a discovery pass on WebKit while preserving
the exact notification, source-read, and stable-selection assertions.

Refs #335820

Co-authored-by: Copilot <223556219+Copilot@users.noreply.github.com>",vritant24,2026-09-11T23:19:13Z
335853,96edf124bcea1c98773c59a182a1d3a54abbb5a2,"[cherry-pick] Revert ""chat: make the Stop button red while a request is running""",vs-code-engineering[bot],2026-09-11T18:38:45Z
335851,b2ccd8ff6ff08632faf04e726229eb939e3f9be1,"agentHost: Restore manual archive worktree cleanup

Keep automatic archive cleanup fail-closed, while preserving manual archive behavior that commits uncommitted changes before removing the worktree.\n\nFixes #335840\n\nCo-authored-by: Copilot <223556219+Copilot@users.noreply.github.com>",meganrogge,2026-09-11T18:36:52Z
335851,1ce7fc6c5924e2bf70e150760f35e131de4269fb,"agentHost: Fix detached archive test expectation

Co-authored-by: Copilot <223556219+Copilot@users.noreply.github.com>

Copilot-Session: 0b261deb-2890-489d-b5fb-d04e22b1404c",meganrogge,2026-09-11T18:46:24Z
335851,6326d1cc7fc6c52170d64e8ecac76517b6d38f55,"agentHost: Minimize archive cleanup diff

Preserve the existing archive and cleanup method names, and select the manual or automatic policy with parameters instead.

Co-authored-by: Copilot <223556219+Copilot@users.noreply.github.com>

Copilot-Session: 0b261deb-2890-489d-b5fb-d04e22b1404c",meganrogge,2026-09-11T18:50:03Z
335850,a4fa263dba2fc29418c4f49e1f2037e32ae93870,"chat: Fix customization list corners and detail scrolling

Keep grouped customization rows square inside their rounded container, and make plugin detail content use themed scrollbars that rescan as content changes.

Fixes #335508

Co-authored-by: Copilot <223556219+Copilot@users.noreply.github.com>",houghj16,2026-09-11T18:37:25Z
335850,d5d67b0881481fbac1371abbc40f8b9a8e309269,"chat: Keep plugin detail scrollbar dimensions current

Use the detail element's window for resize observation and rescan after observable plugin state and delayed Markdown rendering change the content geometry.

Co-authored-by: Copilot <223556219+Copilot@users.noreply.github.com>",houghj16,2026-09-11T18:52:11Z
335850,0cb5d8a2742add675ca5c179dfff87d64185adb3,"test: update AI customization screenshot hashes

Co-authored-by: Copilot <223556219+Copilot@users.noreply.github.com>",houghj16,2026-09-11T19:27:54Z
335850,3e71acd873612492ffe8ce1d61962b28d16bbc05,"chat: Match customization row backgrounds to page

Keep grouped customization rows transparent at rest, consistent with plugin rows, while preserving themed hover feedback.

Co-authored-by: Copilot <223556219+Copilot@users.noreply.github.com>",houghj16,2026-09-11T20:41:11Z
335850,019b50f8ca686c1c8654575dbc278129ef81a5e3,"test: update AI customization screenshots

Co-authored-by: Copilot <223556219+Copilot@users.noreply.github.com>",houghj16,2026-09-11T21:23:26Z
335850,90131198b9c327f12bbd320dcc9b644aa3d78bcb,"test: cover plugin detail scrolling

Co-authored-by: Copilot <223556219+Copilot@users.noreply.github.com>",houghj16,2026-09-11T22:10:08Z
335850,fc760ac69602c4ffc70c4bef429ab42c3996b51f,"fix: support keyboard scrolling in plugin details

Co-authored-by: Copilot <223556219+Copilot@users.noreply.github.com>",houghj16,2026-09-11T22:15:53Z
335849,c908145c3d0bc7f0bf1230f5f501c486806d8685,"Add Rust workspace workload tags

Detect Cargo manifests and report curated direct dependency tags, including Azure SDK crates, from standard Cargo dependency sections.

Co-authored-by: Copilot App <223556219+Copilot@users.noreply.github.com>

Copilot-Session: d92d1bc6-5147-4f4e-a924-210f99454058",lfraleigh,2026-08-07T21:22:15Z
335849,272f83b231f4e155394d529460a83b4ec1660c81,"Refactor regex patterns for dependency matching

Co-authored-by: Copilot Autofix powered by AI <175728472+Copilot@users.noreply.github.com>",lfraleigh,2026-09-11T18:48:08Z
335849,0b3090ee669dd05829d2a7452bc0fb30de9e4293,"Address Cargo workspace tag review feedback

Handle whitespace around TOML dotted keys without a backtracking-prone regex and contain manifest read failures to individual workspace folders.

Co-authored-by: Copilot App <223556219+Copilot@users.noreply.github.com>

Copilot-Session: d92d1bc6-5147-4f4e-a924-210f99454058",lfraleigh,2026-09-11T18:57:37Z
335847,d5337bb36fbaed3037e229ace001ca0324156d80,[cherry-pick] make confetti true to form,vs-code-engineering[bot],2026-09-11T18:33:55Z
335847,c8863f6fecaa98539df1dbf3cdb09f6797b2b4f7,"Resolve confetti cherry-pick conflicts

Preserve consecutive animation overlays while applying the themed confetti behavior from #335807.

Co-authored-by: Copilot <223556219+Copilot@users.noreply.github.com>",meganrogge,2026-09-11T18:53:18Z
335847,1082d803fb3fd0722a84844ff4c8ba248d7abcba,"Merge release/1.138 into cherry-pick/335807

Co-authored-by: Copilot <223556219+Copilot@users.noreply.github.com>",meganrogge,2026-09-11T18:54:30Z
335846,484b229cceddbdb5a28dff628018d1bff9fb5f0b,Initial plan,Copilot,2026-09-11T18:33:43Z
335846,11dbfab1d17e62883282dc8e71690eed55702d8d,"Preserve following property comments when deleting JSON entries

Co-authored-by: vritant24 <13074644+vritant24@users.noreply.github.com>",Copilot,2026-09-11T18:40:15Z
335845,9526913ebd4b4127d67a1bdee54958a807f02079,[cherry-pick] sessions: allow workspace selection after quick chat,vs-code-engineering[bot],2026-09-11T18:32:31Z
335845,81b5710511c89055343a4e004e9568d6e1920340,"sessions: preserve side-by-side quick chat drafts

Keep the active quick-chat draft when New Session is opened to the side, and cover both workspace picker modes.

Co-authored-by: Copilot <223556219+Copilot@users.noreply.github.com>",meganrogge,2026-09-11T18:53:42Z
335845,88fd33c7b8d6c2b388454339330a43f2241a5138,"sessions: open composer beside active drafts

Insert an empty composer when opening to the side from the currently active pending draft, and cover the behavior through the real SessionsService.

Co-authored-by: Copilot <223556219+Copilot@users.noreply.github.com>",meganrogge,2026-09-11T19:04:17Z
335843,ff628cd92ae2c0dc15fd245740faf6630bc08973,Initial plan,Copilot,2026-09-11T18:31:24Z
335843,a3dc3b7fd72b6e612af5a15694d47142f4e728d9,"Remove redundant MCP migration banner text

Co-authored-by: vritant24 <13074644+vritant24@users.noreply.github.com>",Copilot,2026-09-11T18:38:28Z
335843,a7e96651d48168e7edb16baca78ee90451d4868a,"Changes before error encountered

Agent-Logs-Url: https://github.com/microsoft/vscode/sessions/5c13c072-1df4-491d-a40c-3870bf94d2b9

Co-authored-by: vritant24 <13074644+vritant24@users.noreply.github.com>",Copilot,2026-09-11T20:28:41Z
335843,db8367328a009d2f3d27c619fb7312336cf7de5e,"Update MCP migration screenshot baseline

Accept the intentional MCP migration copy change in the gated screenshot
baseline and remove generated review images from the repository root.

Co-authored-by: Copilot <223556219+Copilot@users.noreply.github.com>",vritant24,2026-09-11T22:27:47Z
335831,545d4ecdea71d1aee6643f85853ea3ac9e900b2d,"Revert ""chat: make the Stop button red while a request is running (#335579)""

This reverts commit ac4ca1181d249bb67fa7b77f236bf70dccbcb393.",justschen,2026-09-11T18:15:21Z
335828,28f021c3784a72f71f43a68dce43046986a4ab9c,"Validate OSC 633 CWD updates with terminal nonce

Co-authored-by: Copilot <223556219+Copilot@users.noreply.github.com>

Copilot-Session: 3b5e47ea-1658-44ef-84e3-4f5652268775",anthonykim1,2026-09-11T18:07:29Z
335828,fc4546ab332df72420639b7f685a9866eb41dff7,"Narrow OSC 633 CWD nonce changes

Co-authored-by: Copilot <223556219+Copilot@users.noreply.github.com>

Copilot-Session: 3b5e47ea-1658-44ef-84e3-4f5652268775",anthonykim1,2026-09-11T18:39:29Z
335828,bf2124f38823a9ece6369eaedf7793bc179974cd,"Keep task shell integration tests in the tasks suite

Co-authored-by: Copilot <223556219+Copilot@users.noreply.github.com>

Copilot-Session: 3b5e47ea-1658-44ef-84e3-4f5652268775",anthonykim1,2026-09-11T18:48:16Z
335828,952be8ae842b1b3e561c91a632f971626bb7dec0,"Preserve CWD reporting for custom terminals

Co-authored-by: Copilot <223556219+Copilot@users.noreply.github.com>

Copilot-Session: 3b5e47ea-1658-44ef-84e3-4f5652268775",anthonykim1,2026-09-11T19:06:07Z
335828,7e66f4bab6cd6b634fe8ac8ce4152a1f3c31fe4e,"Tighten shell integration nonce coverage

Co-authored-by: Copilot <223556219+Copilot@users.noreply.github.com>

Copilot-Session: 3b5e47ea-1658-44ef-84e3-4f5652268775",anthonykim1,2026-09-11T19:24:11Z
335828,84cb0725dc52bc0e1af6fe1726a0097a0ef2c2d7,"Preserve CWD compatibility across terminal lifecycle

Co-authored-by: Copilot <223556219+Copilot@users.noreply.github.com>

Copilot-Session: 3b5e47ea-1658-44ef-84e3-4f5652268775",anthonykim1,2026-09-11T20:26:51Z
335828,35d019cb1e9adb180412ea073aec2dccac3a0d98,"Fix terminal ownership persistence types

Co-authored-by: Copilot <223556219+Copilot@users.noreply.github.com>

Copilot-Session: 3b5e47ea-1658-44ef-84e3-4f5652268775",anthonykim1,2026-09-11T20:38:51Z
335828,59383be4198c7e4f8182a383066c243a81b7d313,"Preserve extension terminal CWD across persistence

Co-authored-by: Copilot <223556219+Copilot@users.noreply.github.com>

Copilot-Session: 3b5e47ea-1658-44ef-84e3-4f5652268775",anthonykim1,2026-09-11T21:49:30Z
335828,ab0851a970d8d5fac25b19c8fdbd381d82e881ea,"Hydrate terminal ownership on reattach

Co-authored-by: anthonykim1 <62267334+anthonykim1@users.noreply.github.com>",Copilot,2026-09-11T21:56:30Z
335828,ed75835ff81a5dcf2664e4f59336cfdae847ebd1,"Hydrate revived terminal ownership before replay

Co-authored-by: anthonykim1 <62267334+anthonykim1@users.noreply.github.com>",Copilot,2026-09-11T22:04:21Z
335828,6396c4fbe7cd0bd883979d169b639a0f629468dd,"Test terminal ownership hydration before replay

Copilot-Session: 3b5e47ea-1658-44ef-84e3-4f5652268775",anthonykim1,2026-09-11T22:13:24Z
335828,d7c0bc2e65fd44bcb14d159fc15eeaddec438a65,"Narrow terminal ownership replay metadata

Copilot-Session: 3b5e47ea-1658-44ef-84e3-4f5652268775",anthonykim1,2026-09-11T22:23:56Z
335828,4411679518c197bef2aa229a21f3c3f636842e6b,"Initialize terminal ownership process state

Copilot-Session: 3b5e47ea-1658-44ef-84e3-4f5652268775",anthonykim1,2026-09-11T22:27:49Z
335827,92da7be0debacd231f08e22d7b39e0df1e1cea13,Initial plan,Copilot,2026-09-11T18:06:21Z
335823,94b5102dca22928ff64e887b3cb99595a59373cd,"sessions: allow workspace selection after quick chat

Discard an unsubmitted quick-chat draft when New Session is invoked with the unified workspace picker disabled, so the legacy workspace composer is shown.\n\nFixes #335803\n\nCo-authored-by: Copilot <223556219+Copilot@users.noreply.github.com>",meganrogge,2026-09-11T18:00:14Z
335817,e0813d07b516f806c81a4d74e435909e6174e5bb,[cherry-pick] sessions: Delay workspace spinner without shifting input actions,vs-code-engineering[bot],2026-09-11T17:49:01Z
335814,4daba7a886b4ad1a88c7f92ecd44bed4af8d3555,"Add Azure SDK for C++ workspace tags

Detect allowlisted Azure SDK packages in vcpkg manifests and identify the Azure SDK beta registry configuration.

Co-authored-by: Copilot App <223556219+Copilot@users.noreply.github.com>",lfraleigh,2026-09-11T17:17:24Z
335814,4a3e758e586e4567607b120d2d2a99245fe589e4,Merge branch 'main' into lfraleigh-enable-cpp-tag-telemetry,lfraleigh,2026-09-11T17:39:51Z
335812,5aaadda3da91bc0cdee57a0412b2972f89a8c10e,[cherry-pick] sessions: Show confetti when marking merged session done,vs-code-engineering[bot],2026-09-11T17:27:06Z
335807,2a556a7ed1c976961c7313e8433c20ff73356772,"base: make confetti more fun

Replace the monochromatic radial burst with colorful pieces that launch, spin, and fall. Add a developer-only command for previewing the animation in the Agents window.

Co-authored-by: Copilot <223556219+Copilot@users.noreply.github.com>",meganrogge,2026-09-11T17:17:13Z
335807,8c6b993945f8703c5cbb3d6f3928bc0880a127d0,"sessions: remove confetti preview command

Keep confetti invocation on the existing archive-session product path.

Co-authored-by: Copilot <223556219+Copilot@users.noreply.github.com>",meganrogge,2026-09-11T17:19:06Z
335807,368da847d89ef9b33c5abca4fc6f34175c652821,"base: make confetti colors theme-aware

Use registered chart color variables across themes and apply the initial particle keyframe during randomized delays.

Co-authored-by: Copilot <223556219+Copilot@users.noreply.github.com>",meganrogge,2026-09-11T17:25:04Z
335807,2ff66b143576beffd4ee4a6cb64f44042b49ebe4,"base: inherit confetti theme colors

Keep animation overlays within the workbench theme scope so registered chart color variables resolve on particles.

Co-authored-by: Copilot <223556219+Copilot@users.noreply.github.com>",meganrogge,2026-09-11T17:27:28Z
335806,6f0cedbebbf9f76c873f3310f51450ac3dd4ec62,[cherry-pick] sessions: remove automatic cleanup notification,vs-code-engineering[bot],2026-09-11T17:15:53Z
335805,9c46884f103587df47cb1ba957136dcc26c7f0d6,Cleanup action list focus in 2026 themes,lramos15,2026-09-11T17:14:11Z
335805,d3c50be95a34fa52fe3d37173184e152a48d7b1f,"Fix component fixture theme isolation (#335805)

Scope generated theme CSS by full theme identity so Light 2026 does not override Light Modern fixtures. Cover both stylesheet installation orders.

Co-authored-by: Copilot <223556219+Copilot@users.noreply.github.com>",lramos15,2026-09-11T18:23:12Z
335805,630ae8a64926ce166e9fb7aa692e761189b2b156,"Preserve nested editor themes in isolated fixtures (#335805)

Scope the entire generated theme sheet by fixture identity while retaining base-theme declarations for embedded editor roots. Add regression coverage for inherited editor background overrides.

Co-authored-by: Copilot <223556219+Copilot@users.noreply.github.com>",lramos15,2026-09-11T18:56:15Z
335805,957ae94574b592c068ce9cdb20905f80893f65bb,"Apply isolated theme variables to fixture roots (#335805)

Include the CSS scope root explicitly and cover root color variables alongside nested editor overrides. All 43 Playwright fixture tests and 92 targeted Electron tests pass.

Co-authored-by: Copilot <223556219+Copilot@users.noreply.github.com>",lramos15,2026-09-11T19:10:32Z
335805,5a1b319804d421f8305e77a0657cf66d2f58f471,"Preserve theme scope proximity in component fixtures (#335805)

Constrain the existing base-theme selector to each fixture identity without changing specificity or nested editor scope roots. Verified byte-identical rendering against original selectors for affected chat-input, inline-chat, and chat-response fixtures; all 43 Playwright and 92 Electron tests pass.

Co-authored-by: Copilot <223556219+Copilot@users.noreply.github.com>",lramos15,2026-09-11T19:37:03Z
335800,be9d16aa9529a4fac25e2990ea8788dd1fb1b642,[cherry-pick] sessions: fix consecutive archive confetti animations,vs-code-engineering[bot],2026-09-11T17:04:15Z
